,type,thc,cbd,grow_type,weeks_to_flower,flavour1_Ammonia,flavour1_Banana,flavour1_Berry,flavour1_Blueberry,flavour1_California,flavour1_Candy,flavour1_Caramel,flavour1_Cheese,flavour1_Chemical,flavour1_Cherry,flavour1_Chocolate,flavour1_Cinnamon,flavour1_Citrus,flavour1_Coffee,flavour1_Creamy,flavour1_Cypress,flavour1_Diesel,flavour1_Earthy,flavour1_Flowery,flavour1_Fresh,flavour1_Fruity,flavour1_Fuel,flavour1_Garlic,flavour1_Grape,flavour1_Grapefruit,flavour1_Hashish,flavour1_Herbal,flavour1_HinduKush,flavour1_Honey,flavour1_Kushy,flavour1_Lavender,flavour1_Lemon,flavour1_Licorice,flavour1_Lime,flavour1_Mango,flavour1_Melon,flavour1_Mexican,flavour1_Mint,flavour1_Musky,flavour1_Nutty,flavour1_Orange,flavour1_Peach,flavour1_Pepper,flavour1_Pine,flavour1_Pineapple,flavour1_Pungent,flavour1_Sandalwood,flavour1_Skunk,flavour1_Skunk1,flavour1_Sour,flavour1_Spicy,flavour1_Strawberry,flavour1_Sweet,flavour1_Tangerine,flavour1_Thai,flavour1_Tropical,flavour1_Vanilla,flavour1_Woody,flavour2_Anise,flavour2_Apricot,flavour2_Banana,flavour2_Berry,flavour2_Blueberry,flavour2_Candy,flavour2_Caramel,flavour2_Cheese,flavour2_Chemical,flavour2_Cherry,flavour2_Chocolate,flavour2_Cinnamon,flavour2_Citrus,flavour2_Coffee,flavour2_Creamy,flavour2_Cypress,flavour2_Diesel,flavour2_EarlySkunk,flavour2_Earthy,flavour2_Flowery,flavour2_Fresh,flavour2_Fruity,flavour2_Garlic,flavour2_Ginger,flavour2_Grape,flavour2_Grapefruit,flavour2_Hashish,flavour2_Herbal,flavour2_Honey,flavour2_Jasmine,flavour2_Kushy,flavour2_Lavender,flavour2_Lemon,flavour2_Licorice,flavour2_Lime,flavour2_Mango,flavour2_Melon,flavour2_Mint,flavour2_Musky,flavour2_Nutty,flavour2_Onion,flavour2_Orange,flavour2_Peach,flavour2_Pepper,flavour2_Pine,flavour2_Pineapple,flavour2_Pungent,flavour2_Raspberry,flavour2_Sage,flavour2_Sandalwood,flavour2_Skunk,flavour2_Smooth,flavour2_Sour,flavour2_Spicy,flavour2_Strawberry,flavour2_SuperSkunk,flavour2_Sweet,flavour2_Tangerine,flavour2_Tropical,flavour2_Vanilla,flavour2_Woody,flavour3_Ammonia,flavour3_Anise,flavour3_Banana,flavour3_Berry,flavour3_Blueberry,flavour3_Candy,flavour3_Caramel,flavour3_Cerebral,flavour3_Cheese,flavour3_Chemical,flavour3_Cherry,flavour3_Chocolate,flavour3_Cinnamon,flavour3_Citrus,flavour3_Coffee,flavour3_Creamy,flavour3_Creative,flavour3_Cypress,flavour3_Diesel,flavour3_Earthy,flavour3_Flowery,flavour3_Fresh,flavour3_Fruity,flavour3_Garlic,flavour3_Ginger,flavour3_Grape,flavour3_Grapefruit,flavour3_Hashish,flavour3_Herbal,flavour3_Kushy,flavour3_Lavender,flavour3_Lemon,flavour3_Licorice,flavour3_Lime,flavour3_Mango,flavour3_Melon,flavour3_Mint,flavour3_Musky,flavour3_Narcotic,flavour3_Nutty,flavour3_Orange,flavour3_Passionfruit,flavour3_Peach,flavour3_Pepper,flavour3_Pine,flavour3_Pineapple,flavour3_Pungent,flavour3_Relaxed,flavour3_Sage,flavour3_Sandalwood,flavour3_Skunk,flavour3_Smooth,flavour3_Sour,flavour3_Spicy,flavour3_Strawberry,flavour3_Sweet,flavour3_Tangerine,flavour3_Tropical,flavour3_Vanilla,flavour3_Woody,flavour4_Almond,flavour4_Ammonia,flavour4_Anise,flavour4_Banana,flavour4_Berry,flavour4_Blueberry,flavour4_Calming,flavour4_Candy,flavour4_Caramel,flavour4_Cerebral,flavour4_Cheese,flavour4_Chemical,flavour4_Cherry,flavour4_Chocolate,flavour4_Citrus,flavour4_Coffee,flavour4_Creamy,flavour4_Cypress,flavour4_Diesel,flavour4_Earthy,flavour4_Eucalyptus,flavour4_Flowery,flavour4_Fresh,flavour4_Fruity,flavour4_Fuel,flavour4_Grape,flavour4_Grapefruit,flavour4_Guava,flavour4_Happy,flavour4_Hashish,flavour4_Herbal,flavour4_Honey,flavour4_Kushy,flavour4_Lavender,flavour4_Lemon,flavour4_Licorice,flavour4_Lime,flavour4_Mango,flavour4_Mellow,flavour4_Melon,flavour4_Mint,flavour4_Musky,flavour4_Narcotic,flavour4_Nutty,flavour4_Onion,flavour4_Orange,flavour4_Peach,flavour4_Pepper,flavour4_Pine,flavour4_Pineapple,flavour4_Pungent,flavour4_Sage,flavour4_Sandalwood,flavour4_Skunk,flavour4_Sleepy,flavour4_Smooth,flavour4_Sour,flavour4_Spicy,flavour4_Strawberry,flavour4_Sweet,flavour4_Tangerine,flavour4_Tropical,flavour4_Vanilla,flavour4_Woody,effect1_Alert,effect1_Anxious,effect1_Attentive,effect1_Balanced,effect1_Body-buzz,effect1_Calming,effect1_Cerebral,effect1_Clear-headed,effect1_Couch-lock,effect1_Creative,effect1_Dreamy,effect1_Energetic,effect1_Euphoric,effect1_Flowery,effect1_Focused,effect1_Giggly,effect1_Happy,effect1_Lazy,effect1_Long-lasting,effect1_Meditative,effect1_Mellow,effect1_Motivated,effect1_Munchies,effect1_Narcotic,effect1_Psychedelic,effect1_Relaxed,effect1_Sedative,effect1_Sleepy,effect1_Smooth,effect1_Sociable,effect1_Solitary,effect1_Strong,effect1_Talkative,effect1_Tingly,effect1_Trippy,effect1_Uplifting,effect2_Alert,effect2_Attentive,effect2_Balanced,effect2_Body-buzz,effect2_Calming,effect2_Cerebral,effect2_Clear-headed,effect2_Couch-lock,effect2_Creative,effect2_Dreamy,effect2_Energetic,effect2_Euphoric,effect2_Focused,effect2_Giggly,effect2_Happy,effect2_Lazy,effect2_Long-lasting,effect2_Meditative,effect2_Mellow,effect2_Motivated,effect2_Munchies,effect2_Narcotic,effect2_Psychedelic,effect2_Relaxed,effect2_Sedative,effect2_Sleepy,effect2_Sociable,effect2_Strong,effect2_Talkative,effect2_Tingly,effect2_Trippy,effect2_Uplifting,effect3_Alert,effect3_Attentive,effect3_Balanced,effect3_Body-buzz,effect3_Calming,effect3_Cerebral,effect3_Clear-headed,effect3_Couch-lock,effect3_Creative,effect3_Dreamy,effect3_Energetic,effect3_Euphoric,effect3_Focused,effect3_Giggly,effect3_Happy,effect3_Lazy,effect3_Long-lasting,effect3_Meditative,effect3_Mellow,effect3_Motivated,effect3_Munchies,effect3_Narcotic,effect3_Psychedelic,effect3_Relaxed,effect3_Sedative,effect3_Sleepy,effect3_Sociable,effect3_Solitary,effect3_Strong,effect3_Talkative,effect3_Tingly,effect3_Trippy,effect3_Uplifting,effect4_Alert,effect4_Attentive,effect4_Balanced,effect4_Body-buzz,effect4_Calming,effect4_Cerebral,effect4_Clear-headed,effect4_Couch-lock,effect4_Creative,effect4_Dreamy,effect4_Energetic,effect4_Euphoric,effect4_Focused,effect4_Giggly,effect4_Happy,effect4_Lazy,effect4_Long-lasting,effect4_Meditative,effect4_Mellow,effect4_Motivated,effect4_Munchies,effect4_Narcotic,effect4_Psychedelic,effect4_Relaxed,effect4_Sedative,effect4_Sleepy,effect4_Sociable,effect4_Strong,effect4_Talkative,effect4_Tingly,effect4_Trippy,effect4_Uplifting
0,1,0.2,0.001,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.2,0.001,1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0.15,0.001,1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.19,0.001,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0.15,0.001,1,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,0.2,0.001,1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0.2,0.001,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0.15,0.001,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0.15,0.001,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0.2,0.001,1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
